2098;0.623501;955.336;
2090;0.239808;1237.39;
2090;0.239808;1179.13;
2090;0.239808;957.728;
2120;1.67866;956.447;
2090;0.239808;952.404;
2085;0;955.003;
2149;3.06954;963.194;
2090;0.239808;949.956;
2120;1.67866;959.204;
2085;0;1183.3;
2085;0;951.072;
2098;0.623501;952.635;
2085;0;953.462;
2090;0.239808;954.276;
2090;0.239808;957.053;
2090;0.239808;947.728;
2085;0;956.778;
2103;0.863309;951.217;
2120;1.67866;952.945;
2085;0;955.808;
2090;0.239808;950.544;
2103;0.863309;963.213;
2090;0.239808;948.418;
2090;0.239808;946.467;
2120;1.67866;953.442;
2120;1.67866;954.524;
2103;0.863309;964.278;
2085;0;952.967;
2085;0;948.797;
